X,Y,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B02,B03,B04,B06,B07,TARGET
637413.6800000003,7978864.579999999,0.009127,0.65,6.52,3.21,5.69,4.75,12.14,0.44,1394.63,9943.0,9614.0,10261.0,19401.0,15955.0,3
638601.1800000003,7978677.08,0.006539,0.43,2.17,0.82,1.47,5.45,7.78,0.67,1428.25,8641.0,8134.0,7806.0,13314.0,10436.0,6
636538.68,7970864.559999998,0.027455,0.71,24.19,9.009149999999991,13.95,5.76,17.2,0.34,1270.61,8990.0,8608.0,8895.0,15033.0,10935.0,1
638913.6800000003,7973552.0699999975,0.048732,0.47,3.29,1.5,2.35,5.73,7.54,0.75,1475.75,8936.0,8400.0,8312.0,14803.0,11562.0,5
637601.1800000003,7975427.07,0.080057,0.12,4.14,2.92,3.78,9.81,14.97,0.67,1367.72,8656.0,8258.0,8131.0,15289.0,12094.0,2
634226.1800000003,7971489.559999999,0.025546,0.6,5.75,1.89,4.08,3.29,8.77,0.39,1256.85,8909.0,8449.0,8641.0,14138.0,10976.0,6
638663.6800000003,7981302.08,0.042386,0.53,3.17,2.77,3.65,3.21,8.35,0.4,1427.84,9562.0,9334.0,9861.0,19258.0,15450.0,6
638163.6800000003,7977864.570000001,0.020623,0.32,2.3,2.4,2.54,7.55,10.61,0.66,1396.21,9058.0,8482.0,8453.0,14705.0,11861.0,3
637476.1800000003,7979427.079999999,0.015258,1.22,7.45,3.52,5.99,3.52,8.02,0.48,1403.35,8892.0,8525.0,8502.0,14755.0,11194.0,3
634976.1800000003,7969927.06,0.10351300000000001,1.39,15.71,6.73,11.74,2.92,8.859999999999998,0.33,1231.79,8901.0,8719.0,9293.0,16962.0,12341.0,4
639226.1800000003,7981364.58,0.038229,0.62,7.97,2.41,5.03,4.88,12.71,0.35,1391.67,8734.0,8198.0,8182.0,13731.0,10798.0,5
634538.68,7972177.07,0.041046,0.24,3.95,2.15,2.64,5.81,7.91,0.8,1268.4000000000005,9030.0,8775.0,9203.0,16910.0,12611.0,6
638351.1800000003,7980302.08,0.035352999999999996,0.10203459449991208,2.81,1.83,2.91,11.0,22.81,0.46,1423.23,10182.0,10014.0,10463.0,18893.0,16073.0,5
635726.1800000003,7976552.0699999975,0.047673,0.81,4.81,2.74,4.21,4.37,8.93,0.47,1318.84,8912.0,8305.0,8401.0,15433.0,11946.0,4
639601.1800000003,7981552.08,0.024643,0.10203459449991208,2.23,1.71,2.06,10.12,18.79,0.51,1369.05,9280.0,8820.0,9081.0,18113.0,14468.0,5
637976.1800000003,7976864.570000001,0.050429,1.19,17.09,4.17,9.37,3.08,11.18,0.28,1377.5100000000002,8994.0,8686.0,8909.0,14672.0,11070.0,2
639101.18,7981864.58,0.017407,1.3,8.05,2.3,5.45,1.92,6.49,0.32,1410.56,9268.0,9151.0,10302.0,18707.0,14837.0,5
639913.69,7980864.579999999,0.042273000000000005,0.3,1.81,1.19,2.03,5.71,13.76,0.46,1384.19,9318.0,8721.0,8729.0,16846.0,13361.0,6
637351.1800000003,7977177.07,0.040458999999999995,1.21,25.87,6.85,14.4,3.21,21.87,0.13,1363.09,8797.0,8602.0,8976.0,15468.0,11214.0,2
639101.18,7978739.58,0.015857,0.11,1.62,0.85,1.47,12.91,17.22,0.75,1406.96,11191.0,10270.0,10600.0,17985.0,15454.0,6
638663.6800000003,7974989.57,0.033115,0.78,9.09,3.71,6.25,4.7,11.73,0.34,1403.14,9511.0,9438.0,10401.0,14717.0,12202.0,4
638476.1800000003,7972802.07,0.009744,0.39,3.37,2.15,3.33,7.43,9.79,0.77,1402.0100000000002,9048.0,8555.0,8600.0,16069.0,12649.0,4
636351.1800000003,7972614.570000001,0.037475,2.46,12.66,6.81,11.33,2.55,5.59,0.45,1350.89,8734.0,8311.0,8546.0,14534.0,10985.0,2
638788.6800000003,7981739.580000001,0.059577,0.99,6.48,1.79,4.61,2.1,5.56,0.39,1431.18,9294.0,9261.0,10001.0,17617.0,13667.0,6
638351.1800000003,7977239.57,0.06248400000000001,0.25,4.38,1.84,3.02,4.77,10.52,0.44,1378.54,8908.0,8320.0,8282.0,14280.0,11405.0,3
638476.1800000003,7977302.0699999975,0.076926,0.31,4.71,1.36,2.69,4.81,10.88,0.43,1379.87,8209.0,7797.0,7237.0,11409.0,8319.0,3
636101.18,7972177.07,0.034622,2.58,20.47,5.72,13.73,2.46,7.26,0.33,1361.33,8941.0,8434.0,8582.0,16022.0,11925.0,4
638413.6800000003,7976239.57,0.012990999999999999,0.4,4.58,2.79,4.16,5.87,15.77,0.37,1413.79,9398.0,9195.0,9451.0,16131.0,13752.0,3
639163.6800000003,7978052.07,0.013891999999999998,0.16,10.9,2.76,5.11,17.23,74.90999999999998,0.19,1415.69,8811.0,8405.0,8685.0,16726.0,12984.0,6
637913.6800000003,7982864.579999999,0.030565,0.34,1.48,0.79,1.54,3.97,4.68,0.86,1373.56,9781.0,9384.0,9627.0,18022.0,15511.0,5
636538.68,7971239.559999999,0.019808000000000003,1.8,23.51,9.009149999999991,14.93,3.81,10.82,0.34,1286.54,8611.0,8473.0,8167.0,13694.0,9981.0,1
638476.1800000003,7976989.57,0.046554000000000005,0.35,3.71,1.75,2.66,4.84,9.73,0.48,1414.2600000000002,8827.0,8313.0,8297.0,14364.0,11397.0,3
638038.68,7975864.570000001,0.070766,1.56,10.82,4.75,8.67,3.22,9.27,0.36,1357.59,8100.0,7725.0,6865.0,10269.0,7422.0,2
637726.1800000003,7972427.07,0.014044999999999998,1.46,14.28,5.26,9.78,2.29,6.46,0.37,1402.2,8880.0,8506.0,8433.0,14709.0,11194.0,4
638288.6800000003,7977239.57,0.074053,0.27,4.22,2.1,3.39,4.73,10.62,0.43,1375.45,8971.0,8538.0,8707.0,16027.0,12548.0,3
637663.6800000003,7980239.58,0.104898,0.10203459449991208,11.73,2.85,6.0,10.55,48.1,0.23,1443.06,8534.0,8099.0,8682.0,15557.0,12591.0,5
635976.1800000003,7970739.559999999,0.038845,1.25,22.57,8.800000000000002,14.12,5.51,16.33,0.34,1258.69,8829.0,8399.0,8683.0,15671.0,11248.0,2
635788.6800000003,7980114.58,0.026963,0.41,5.71,2.48,5.9,7.22,31.04,0.3,1468.48,9055.0,8758.0,9252.0,17193.0,12542.0,3
638976.1800000003,7980489.58,0.035731,1.26,9.99,2.39,5.31,3.96,9.89,0.37,1382.86,9146.0,9122.0,9558.0,17382.0,13558.0,5
636913.6800000003,7971427.059999999,0.016034,2.89,13.38,7.59,13.5,2.55,5.96,0.43,1309.84,8805.0,8335.0,8390.0,14955.0,10968.0,2
637976.1800000003,7976739.57,0.052238,1.41,16.23,4.53,9.27,2.81,10.16,0.28,1382.81,8067.0,7556.0,6688.0,9725.0,7059.0,2
639413.6800000003,7980677.08,0.038786,0.37,3.97,2.31,3.33,6.2,11.71,0.52,1371.87,9727.0,9718.0,10340.0,20474.0,15594.0,5
638788.6800000003,7978489.58,0.010926,0.27,3.01,0.8,1.98,5.15,13.08,0.43,1420.28,9031.0,8814.0,9444.0,13909.0,11958.0,6
635788.6800000003,7969864.559999999,0.199626,1.05,10.75,5.68,8.83,4.63,9.93,0.47,1247.0100000000002,8860.0,8586.0,9100.0,14820.0,12130.0,2
638351.1800000003,7980989.580000001,0.042369,0.68,5.46,1.43,3.18,4.08,9.81,0.42,1435.09,9184.0,8833.0,8974.0,15358.0,12556.0,5
639976.19,7981489.58,0.028794,0.21,4.28,1.22,2.54,8.25,23.08,0.4,1365.98,8673.0,7963.0,7703.0,13065.0,10235.0,6
638726.1800000003,7975677.07,0.089994,1.78,25.06,4.69,10.66,3.65,15.17,0.21,1384.81,9396.0,9365.0,10067.0,16843.0,12688.0,2
635226.1800000003,7971927.070000001,0.029620999999999998,3.12,9.72,4.66,10.19,1.66,3.92,0.44,1340.95,9136.0,9014.0,9592.0,14494.0,11163.0,5
635163.6800000003,7971052.059999999,0.018812,2.71,17.97,5.46,13.66,1.65,6.27,0.28,1332.73,9257.0,9082.0,9492.0,16935.0,12600.0,2
638101.18,7978489.58,0.02518,0.48,4.93,1.65,3.17,7.44,10.81,0.69,1381.33,8826.0,8186.0,8123.0,14719.0,11842.0,3
636976.1800000003,7976864.570000001,0.134201,0.87,16.25,3.81,9.27,4.47,14.3,0.38,1346.92,9006.0,8518.0,8670.0,14795.0,11364.0,2
637601.1800000003,7972677.070000001,0.018258,2.27,19.42,7.74,12.86,1.73,5.44,0.36,1409.47,8378.0,7853.0,7471.0,11717.0,8653.0,4
634663.6800000003,7972052.07,0.041752,0.52,5.42,2.42,4.14,3.67,6.27,0.61,1281.19,8720.0,8261.0,8497.0,14354.0,10804.0,6
639038.68,7982114.58,0.020644,1.21,6.78,2.09,5.12,1.11,4.44,0.3,1411.84,9187.0,9067.0,10440.0,19452.0,16061.0,5
636476.1800000003,7970302.059999999,0.16071,1.69,15.74,6.35,11.82,3.52,8.39,0.44,1259.9000000000005,9585.0,9510.0,10299.0,16451.0,12713.0,2
638726.1800000003,7977114.570000001,0.039119,0.37,3.96,1.59,2.98,5.46,11.32,0.45,1409.09,8936.0,8416.0,8337.0,15328.0,12377.0,4
638476.1800000003,7982864.579999999,0.010706,0.67,3.73,1.57,3.35,2.94,6.15,0.5,1411.5,8979.0,8537.0,8668.0,16809.0,13506.0,4
636476.1800000003,7971239.559999999,0.021882,1.81,23.83,9.0,15.28,3.88,11.4,0.33,1288.0,9381.0,9334.0,9914.0,17852.0,12880.0,1
635476.1800000003,7970927.06,0.029488999999999998,2.18,16.47,5.94,12.25,2.61,8.43,0.31,1270.58,8770.0,8281.0,8027.0,13538.0,9728.0,2
639788.6800000003,7979802.080000001,0.009114,0.10203459449991208,4.05,1.75,2.35,14.17,27.77,0.58,1390.84,8641.0,8026.0,8043.0,14620.0,10557.0,5
638913.6800000003,7979552.08,0.027632999999999998,0.13,10.58,3.11,5.2,15.92,68.6,0.28,1410.92,8675.0,8305.0,8985.0,15327.0,12527.0,5
636913.6800000003,7975802.0699999975,0.027877999999999997,1.6,6.66,5.15,7.81,4.34,8.98,0.52,1368.95,8649.0,8084.0,7991.0,13737.0,10100.0,4
635851.1800000003,7974677.070000001,0.031620999999999996,0.62,3.75,2.32,3.4,3.83,6.85,0.61,1348.12,9154.0,8606.0,8779.0,16441.0,12420.0,5
637038.68,7978614.579999999,0.036913,0.83,7.81,2.83,4.93,6.42,12.39,0.52,1387.58,10223.0,10083.0,10600.0,19144.0,15218.0,3
637726.1800000003,7973739.5699999975,0.023379,3.38,16.97,4.97,11.03,2.34,8.16,0.28,1411.97,9374.0,9151.0,9547.0,17252.0,13193.0,2
639038.68,7973614.57,0.047249,0.58,4.07,1.81,2.7,5.78,7.76,0.73,1456.46,9033.0,8646.0,8778.0,16143.0,12282.0,5
639101.18,7978427.079999999,0.012881,0.16,0.9040604308985836,1.19,1.63,13.18,32.12,0.4,1415.98,10397.0,9584.0,9835.0,15561.0,13840.0,6
638913.6800000003,7978552.08,0.013608000000000002,0.23,1.95,0.81,1.67,6.89,16.07,0.43,1416.78,11452.0,11182.0,11736.0,20549.0,18141.0,6
638101.18,7977927.070000001,0.025135,0.2,1.38,2.7,2.74,8.37,11.46,0.7,1387.72,8957.0,8343.0,8212.0,14570.0,11820.0,3
639101.18,7980802.079999999,0.042165,0.89,8.48,2.55,5.0,3.46,9.66,0.35,1374.91,9077.0,8957.0,9478.0,17663.0,13473.0,5
635976.1800000003,7971677.06,0.029513,2.5,21.51,5.54,14.56,2.82,9.05,0.3,1349.9000000000005,8740.0,7970.0,7801.0,12772.0,9453.0,2
636476.1800000003,7979552.08,0.010689,0.75,4.5,1.67,4.34,3.59,11.05,0.36,1454.07,8776.0,8213.0,8289.0,15396.0,11775.0,3
636288.6800000003,7970614.559999998,0.082762,0.9,27.44,8.75,14.47,6.77,19.99,0.32,1258.68,9425.0,9734.0,10170.0,18362.0,13155.0,1
639851.1800000003,7981239.58,0.10856600000000001,0.33,4.54,1.69,2.63,6.18,15.41,0.43,1363.82,8840.0,8626.0,9062.0,15858.0,12297.0,6
638726.1800000003,7978364.58,0.018593000000000002,0.24,4.64,1.32,2.65,4.97,14.35,0.4,1416.81,9067.0,8806.0,9266.0,17340.0,12862.0,6
637226.1800000003,7973739.5699999975,0.030579000000000002,0.10203459449991208,3.77,3.61,4.38,16.79,22.45,0.72,1390.25,9080.0,9174.0,9485.0,17132.0,12410.0,4
637163.6800000003,7977989.57,0.027906,1.26,19.94,5.75,10.22,4.78,15.62,0.31,1365.4000000000005,11011.0,11540.0,12677.0,21154.0,16726.0,2
637663.6800000003,7980864.579999999,0.014325,0.29,3.61,1.29,2.34,5.43,12.94,0.4,1420.56,9462.0,8793.0,9090.0,16482.0,13328.0,5
636413.6800000003,7971802.0699999975,0.064907,2.57,16.32,5.43,13.41,2.12,5.8,0.38,1400.78,8882.0,8245.0,8488.0,12591.0,9994.0,1
635226.1800000003,7969864.559999999,0.088252,1.48,18.36,7.68,12.5,3.66,10.79,0.34,1238.87,8692.0,8380.0,8238.0,14363.0,10485.0,4
638976.1800000003,7978427.079999999,0.016776,0.2,2.37,1.0,1.97,8.52,25.21,0.34,1417.72,11932.0,11611.0,12285.0,21014.0,18603.0,6
637163.6800000003,7980052.08,0.058299000000000004,0.3,17.38,2.85,6.63,8.46,50.88,0.18,1454.26,8687.0,8491.0,9992.0,16572.0,13662.0,3
640038.69,7979989.580000001,0.013519,0.14,2.81,1.25,1.93,9.56,13.97,0.89,1381.88,8555.0,7905.0,7767.0,13390.0,9824.0,6
637351.1800000003,7979552.08,0.013231,0.83,3.21,2.85,4.74,3.9,9.19,0.5,1422.25,8720.0,8445.0,8398.0,14555.0,11178.0,3
637101.18,7976927.070000001,0.061808,1.0,28.68,4.57,12.68,3.54,17.91,0.23,1356.62,9350.0,8983.0,9125.0,15866.0,12282.0,2
637538.68,7978302.08,0.007734,1.28,15.66,5.45,9.08,3.78,15.11,0.26,1367.23,9487.0,9450.0,9964.0,16205.0,12239.0,2
638851.1800000003,7981739.580000001,0.04502,1.27,7.92,2.16,5.2,1.79,5.68,0.35,1427.59,10991.0,11386.0,13207.0,22719.0,16787.0,6
636476.1800000003,7971427.059999999,0.025947,2.4,20.11,8.32,15.23,2.92,8.22,0.35,1315.22,9091.0,8659.0,8654.0,14040.0,11070.0,1
636976.1800000003,7979802.080000001,0.033067,0.25,20.91,3.04,6.02,6.33,34.84,0.23,1464.67,9109.0,8933.0,9573.0,17389.0,13488.0,3
637038.68,7978239.58,0.025886000000000003,0.77,11.11,4.86,7.22,7.15,17.86,0.39,1373.79,9239.0,8823.0,9162.0,16722.0,12538.0,3
638101.18,7982989.580000001,0.015031000000000001,0.34,1.28,1.05,1.41,4.19,4.67,0.92,1375.32,8901.0,8185.0,8087.0,14142.0,11571.0,4
637038.68,7978552.08,0.038193,0.86,9.17,3.21,5.51,6.58,13.58,0.48,1385.5,9846.0,10151.0,10955.0,20901.0,15599.0,3
637663.6800000003,7977364.57,0.067978,1.73,27.53,4.4,13.23,3.34,18.63,0.17,1355.04,8239.0,7828.0,7050.0,10271.0,7550.0,2
635913.6800000003,7971177.06,0.028781,1.61,21.9,8.15,14.46,3.94,12.2,0.33,1267.74,8116.0,7559.0,6761.0,10451.0,7367.0,2
640038.69,7980489.58,0.019746,0.27,2.46,1.75,2.25,7.94,14.07,0.57,1385.86,10460.0,10575.0,10880.0,20491.0,16926.0,6
639101.18,7978177.07,0.014843,0.11,6.0,2.77,4.0,13.91,58.86,0.21,1416.91,12038.0,11739.0,12180.0,19400.0,17074.0,6
638663.6800000003,7981427.079999999,0.051313,0.44,3.2,2.62,3.62,3.14,7.37,0.44,1432.31,9347.0,8898.0,9163.0,18497.0,14848.0,6
635476.1800000003,7969489.559999999,0.08956599999999999,1.12,14.47,6.04,9.87,4.16,9.5,0.46,1280.77,9099.0,8801.0,9279.0,18009.0,12734.0,2
638226.1800000003,7976614.570000001,0.027661,0.88,6.12,2.3,4.75,3.69,8.81,0.42,1406.58,8991.0,8904.0,9043.0,15068.0,12138.0,3
636788.6800000003,7974114.570000001,0.24880100000000002,0.87,6.15,2.12,3.77,3.63,7.05,0.55,1411.53,9288.0,9009.0,9365.0,16586.0,12950.0,2
634476.1800000003,7970427.059999999,0.26393099999999997,2.76,17.670000000000005,4.22,11.85,1.66,5.94,0.3,1295.12,8468.0,7731.0,7374.0,10827.0,8741.0,5
637851.1800000003,7971989.57,0.022914,1.65,15.96,5.16,10.44,2.89,9.44,0.28,1377.47,8771.0,8157.0,7955.0,13288.0,10339.0,2
638913.6800000003,7978427.079999999,0.014259,0.24,2.98,0.91,2.16,6.81,21.37,0.33,1418.74,11862.0,11677.0,12377.0,21130.0,19021.0,6
636538.68,7972552.0699999975,0.047623,2.23,8.13,5.97,10.03,2.5,5.01,0.5,1369.04,9063.0,9078.0,9981.0,14526.0,11368.0,4
637913.6800000003,7975427.07,0.10487,0.99,5.77,4.56,6.37,5.76,8.47,0.63,1379.82,9171.0,9334.0,10185.0,16099.0,13392.0,2
637788.6800000003,7981239.58,0.009481,0.32,3.81,1.65,2.65,4.88,10.52,0.45,1417.5,9980.0,9643.0,10033.0,17859.0,14781.0,5
638788.6800000003,7978802.079999999,0.014711000000000004,0.38,4.2,1.09,1.86,6.47,12.98,0.52,1422.37,10173.0,10236.0,10691.0,20086.0,17010.0,6
638476.1800000003,7978802.079999999,0.010604,0.39,1.35,1.13,1.57,6.79,10.0,0.73,1433.41,8611.0,8054.0,7734.0,13322.0,10341.0,5
637538.68,7974114.570000001,0.041854,1.23,12.27,4.15,8.63,5.41,8.42,0.6,1397.82,9329.0,9287.0,9973.0,18951.0,14835.0,4
637413.6800000003,7979614.579999999,0.015211,0.68,3.54,2.62,4.46,3.95,10.35,0.44,1421.45,10465.0,10103.0,10470.0,17712.0,14970.0,3
639226.1800000003,7978552.08,0.01056,0.10203459449991208,1.13,1.29,1.36,16.1,22.75,0.69,1412.89,11639.0,11103.0,11747.0,18667.0,16423.0,6
638976.1800000003,7978552.08,0.014232,0.19,1.29,0.96,1.55,8.24,18.26,0.45,1414.57,10295.0,10085.0,10522.0,18547.0,15813.0,6
636726.1800000003,7978739.58,0.030481,0.29,1.25,2.08,2.3,6.33,8.98,0.71,1391.32,8577.0,8069.0,7808.0,13821.0,10239.0,3
638288.6800000003,7980989.580000001,0.029587000000000002,0.68,4.4,1.38,2.98,4.22,9.69,0.44,1437.2600000000002,10015.0,9804.0,10399.0,17540.0,15708.0,5
636788.6800000003,7976052.07,0.081055,2.45,8.69,5.87,8.76,3.12,5.87,0.55,1360.11,8723.0,8271.0,8535.0,15200.0,11183.0,4
638288.6800000003,7977364.57,0.069346,0.33,4.11,1.97,3.22,4.68,9.84,0.46,1374.11,8235.0,7819.0,7005.0,11499.0,8306.0,3
639476.1800000003,7980302.08,0.007895000000000001,0.10203459449991208,3.81,1.78,2.54,11.28,24.94,0.44,1390.43,8689.0,8217.0,8213.0,14487.0,10306.0,5
636913.6800000003,7978677.08,0.041849000000000004,0.3,3.87,2.29,3.27,6.87,10.6,0.63,1385.03,8807.0,8246.0,8268.0,14124.0,10768.0,3
637288.6800000003,7974802.07,0.061502,0.37,2.87,3.96,3.8,12.2,13.68,0.92,1346.53,8390.0,7861.0,7707.0,12263.0,9277.0,4
636476.1800000003,7980177.080000001,0.011594,0.46,3.83,1.94,3.48,6.19,18.35,0.34,1462.1199999999994,8912.0,8540.0,8874.0,16946.0,12411.0,3
637413.6800000003,7981614.579999999,0.097695,0.59,2.92,2.08,2.98,2.6,6.31,0.42,1395.48,11753.0,11719.0,12543.0,22487.0,19599.0,5
635038.68,7969489.559999999,0.086075,1.65,12.26,7.01,10.08,3.64,8.28,0.45,1286.45,8938.0,8545.0,8953.0,16538.0,11680.0,2
639226.1800000003,7982927.079999999,0.035470999999999996,0.51,5.57,2.3,5.33,2.07,7.02,0.3,1388.03,8845.0,8599.0,8499.0,16135.0,12330.0,5
637601.1800000003,7979427.079999999,0.012642,1.04,8.57,3.11,6.39,3.18,8.32,0.38,1396.7,10118.0,9990.0,10378.0,17511.0,14789.0,2
637351.1800000003,7978614.579999999,0.012694,0.66,11.92,3.09,7.19,5.0,14.43,0.36,1387.8,8818.0,8412.0,8483.0,15856.0,11823.0,3
637288.6800000003,7978802.079999999,0.010463,0.56,5.17,2.58,4.98,5.36,11.75,0.51,1398.48,9580.0,9128.0,9502.0,18010.0,14459.0,3
637351.1800000003,7979052.08,0.015811000000000002,0.42,3.38,3.06,4.42,4.76,9.19,0.6,1403.97,9848.0,9276.0,9726.0,18724.0,15679.0,3
639851.1800000003,7980427.079999999,0.011939,0.28,3.1,2.03,2.38,7.11,14.91,0.46,1387.87,9364.0,8719.0,8756.0,17849.0,14915.0,6
634351.1800000003,7971427.059999999,0.048195,1.47,6.84,2.87,6.13,2.62,6.9,0.41,1285.1500000000005,8835.0,8324.0,8290.0,13114.0,10323.0,5
638226.1800000003,7975927.070000001,0.052020000000000004,1.02,18.24,3.66,8.81,4.21,13.2,0.32,1367.71,8731.0,8386.0,8333.0,13432.0,10038.0,3
639226.1800000003,7977989.57,0.021705000000000002,0.11,10.71,2.6,5.29,20.38,85.76,0.2,1414.46,8503.0,7943.0,7939.0,13951.0,10893.0,6
636601.1800000003,7971052.059999999,0.015283000000000001,1.3,23.1,8.26,14.14,4.61,13.24,0.36,1275.37,8754.0,8541.0,8701.0,15169.0,10955.0,1
636476.1800000003,7979364.58,0.013609999999999999,0.53,3.61,1.45,3.27,3.48,8.03,0.47,1439.98,9053.0,8497.0,8578.0,15869.0,12307.0,3
636476.1800000003,7971739.5699999975,0.09183999999999999,2.45,13.87,5.37,13.07,2.15,5.58,0.4,1395.87,9070.0,8791.0,9195.0,15844.0,11615.0,1
636788.6800000003,7978614.579999999,0.031159,0.26,2.19,2.31,2.89,8.01,12.41,0.65,1381.84,8425.0,7916.0,7504.0,11938.0,9367.0,3
634413.6800000003,7971739.5699999975,0.055327,0.97,5.72,3.11,4.94,2.77,6.04,0.48,1268.64,8614.0,7934.0,8035.0,11535.0,11026.0,6
636163.6800000003,7971739.5699999975,0.00968,3.91,31.24,6.24,16.22,2.43,7.93,0.3,1372.8,8526.0,7816.0,7814.0,13781.0,10103.0,2
638101.18,7972489.5699999975,0.013138999999999998,1.0,5.9,5.19,6.83,4.86,8.73,0.54,1398.6500000000005,9409.0,9602.0,10596.0,16859.0,13740.0,4
637413.6800000003,7980427.079999999,0.043095999999999995,0.27,14.85,2.78,5.44,10.18,56.65,0.2,1435.03,8959.0,8674.0,9150.0,19593.0,15739.0,3
636413.6800000003,7971864.570000001,0.048249,2.51,15.58,5.26,12.97,2.09,5.58,0.39,1404.73,8995.0,8686.0,8968.0,14476.0,10929.0,1
636163.6800000003,7979739.580000001,0.013341999999999998,0.38,23.19,4.41,7.99,6.63,35.03,0.24,1464.97,8635.0,8235.0,8853.0,15538.0,11780.0,3
636601.1800000003,7977552.0699999975,0.06961200000000001,0.28,1.55,3.28,2.8,13.9,14.1,0.98,1360.55,9300.0,8945.0,9084.0,17106.0,13676.0,4
636413.6800000003,7971677.06,0.045472000000000005,2.83,19.56,5.97,14.69,2.26,6.37,0.36,1378.49,8644.0,8085.0,7854.0,11123.0,8757.0,1
639851.1800000003,7980114.58,0.022067,0.28,4.04,1.55,2.41,8.18,17.49,0.44,1390.21,9862.0,9284.0,9524.0,17940.0,14314.0,6
637476.1800000003,7980364.58,0.042452,0.18,20.99,3.45,6.72,11.42,66.09,0.19,1439.22,9360.0,9665.0,10577.0,19193.0,14957.0,3
635476.1800000003,7972114.570000001,0.03202,2.45,16.74,6.32,12.12,2.14,6.37,0.36,1326.89,8962.0,8531.0,8661.0,15209.0,11416.0,5
634163.67,7971302.059999999,0.030405,0.22,6.66,1.29,3.83,4.25,11.07,0.4,1256.72,8977.0,8447.0,8621.0,16015.0,12369.0,6
637288.6800000003,7976677.070000001,0.010758,1.65,34.07789999999976,4.56,16.4,2.98,21.21,0.12,1381.58,9413.0,9162.0,9351.0,15202.0,12042.0,2
636351.1800000003,7972239.57,0.014225,3.41,12.04,5.98,11.86,2.24,5.43,0.41,1396.06,8827.0,8398.0,8736.0,14680.0,10805.0,2
636851.1800000003,7977552.0699999975,0.104038,0.38,2.97,3.66,4.82,10.12,14.26,0.73,1349.99,8949.0,8729.0,8733.0,16206.0,12500.0,4
639038.68,7979552.08,0.017259,0.13,3.46,2.14,3.61,13.56,44.94,0.38,1405.48,8727.0,8024.0,8217.0,13735.0,12406.0,5
639726.1800000003,7982302.08,0.020044,0.28,4.12,1.89,3.59,4.76,12.21,0.38,1351.71,10100.0,10056.0,10789.0,17546.0,14924.0,5
637351.1800000003,7981489.58,0.139755,0.96,4.46,2.15,3.92,2.42,6.05,0.41,1396.4000000000005,10702.0,9928.0,10803.0,19089.0,16385.0,5
640038.69,7980677.08,0.028556,0.27,2.07,1.13,2.01,7.2,15.92,0.49,1387.12,10500.0,10784.0,11367.0,19204.0,16769.0,6
637101.18,7975802.0699999975,0.039310000000000005,0.64,9.71,4.95,7.7,6.38,16.14,0.4,1363.85,8798.0,8329.0,8747.0,16971.0,12405.0,4
635538.68,7970614.559999998,0.011004,2.57,20.03,4.34,12.06,2.85,9.16,0.31,1277.05,8871.0,8135.0,7902.0,13327.0,10230.0,2
634538.68,7971989.57,0.048161,0.44,4.99,2.5,3.8,3.8,6.46,0.62,1270.67,8493.0,8021.0,7692.0,12384.0,9406.0,6
637788.6800000003,7976364.57,0.062676,2.43,22.94,5.11,13.16,2.36,10.03,0.24,1389.12,9630.0,9357.0,9663.0,15536.0,11816.0,5
634476.1800000003,7971802.0699999975,0.060726999999999996,0.81,5.64,3.0,4.84,2.78,5.64,0.52,1272.35,8884.0,8430.0,8744.0,13652.0,12023.0,6
639226.1800000003,7978177.07,0.017263,0.10203459449991208,3.91,2.41,3.23,18.24,62.99,0.26,1414.28,10569.0,10212.0,10306.0,18273.0,15775.0,6
638226.1800000003,7975864.570000001,0.06311900000000001,0.87,16.3,4.07,8.82,4.16,12.66,0.33,1363.56,8465.0,8042.0,7812.0,13286.0,9487.0,3
635726.1800000003,7978052.07,0.008627,1.1,3.5,1.7,3.84,2.61,5.9,0.47,1410.46,8670.0,8150.0,8084.0,13663.0,10785.0,4
634163.67,7971552.059999998,0.022108000000000003,0.56,5.93,1.24,3.33,3.63,9.67,0.36,1246.46,8931.0,8861.0,9343.0,15527.0,12152.0,6
636226.1800000003,7979739.580000001,0.012245,0.38,22.0,4.23,7.96,6.21,31.97,0.24,1464.72,8682.0,8349.0,9296.0,15387.0,12550.0,3
639788.6800000003,7980614.579999999,0.023483,0.27,2.71,1.33,2.0,6.87,14.14,0.49,1383.19,8877.0,8241.0,8118.0,15031.0,12451.0,6
637476.1800000003,7979239.58,0.014699,0.97,8.7,3.79,6.5,3.73,8.4,0.49,1398.1,10365.0,10189.0,10739.0,19062.0,15775.0,3
634851.1800000003,7970552.059999998,0.040871,4.13,26.71,4.33,17.03,1.34,6.42,0.21,1317.28,8602.0,8115.0,7986.0,13081.0,9665.0,5
638976.1800000003,7978239.57,0.020587,0.24,6.98,2.17,3.83,9.15,40.36,0.21,1417.99,9722.0,9735.0,10083.0,18517.0,15586.0,6
639288.6800000003,7973552.0699999975,0.164793,0.31,2.98,2.35,3.03,6.12,9.58,0.67,1439.36,9282.0,8710.0,8747.0,15773.0,12564.0,5
639226.1800000003,7978489.58,0.014838999999999996,0.10203459449991208,0.9040604308985836,1.3,1.4,16.48,28.5,0.59,1413.86,12332.0,11578.0,12298.0,18822.0,16560.0,6
635976.1800000003,7970802.059999998,0.033977,1.29,23.12,9.009149999999991,14.46,5.35,15.92,0.34,1260.9000000000005,9150.0,9150.0,9826.0,16821.0,12250.0,2
