X,Y,GT,K,TH,U,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,R,G,B,TARGET,UNID,COD
637226.1800000003,7976552.069999997,0.025916,1.39,31.33,5.15,3.13,19.93,0.14,1360.83,9382,8586,7881,7629,10847,11999,9600,147,60,131,2,Fm_BG,PP3csbg
637288.6800000003,7976552.069999997,0.022352,1.46,34.07789999999976,4.95,3.0,20.04,0.13,1370.72,9750,9012,8472,8495,12156,14621,11646,112,36,111,2,Fm_BG,PP3csbg
637351.1800000003,7976552.069999997,0.020026,1.54,34.07789999999976,4.83,2.87,19.59,0.13,1381.05,9636,8953,8263,8129,11256,12983,10474,141,64,137,2,Fm_BG,PP3csbg
637413.6800000003,7976552.069999997,0.019048,1.67,34.07789999999976,4.85,2.76,18.67,0.14,1389.34,9878,9249,8924,9041,13216,15863,12544,109,50,115,2,Fm_BG,PP3csbg
637476.1800000003,7976552.069999997,0.028863,1.96,34.07789999999976,5.07,2.69,17.4,0.15,1392.04,9575,8848,8451,8538,11752,13605,10518,141,39,119,2,Fm_BG,PP3csbg
638101.18,7976552.069999997,0.035536,1.3,10.21,3.6,2.99,8.960000000000003,0.33,1401.34,10903,10486,9939,10689,15544,19749,15984,142,108,121,2,Fm_BG,PP3csbg
636913.6800000003,7976489.569999997,0.051184,1.57,13.59,4.54,3.62,10.5,0.41,1338.24,9196,8362,7941,7588,13952,12238,8833,48,42,53,2,Fm_BG,PP3csbg
636976.1800000003,7976489.569999997,0.052985,1.51,16.6,4.45,3.38,12.36,0.33,1339.7600000000002,9446,8719,8366,8455,12822,14288,10521,82,73,91,2,Fm_BG,PP3csbg
637038.68,7976489.569999997,0.055876,1.39,19.95,4.56,3.29,14.53,0.26,1341.4000000000005,9533,8836,8389,8540,12476,14434,10802,96,64,107,2,Fm_BG,PP3csbg
637101.18,7976489.569999997,0.048096,1.29,23.35,4.82,3.28,16.74,0.21,1343.57,9736,9099,8726,9009,12799,15942,11866,99,73,111,2,Fm_BG,PP3csbg
637163.6800000003,7976489.569999997,0.040281,1.28,26.51,5.12,3.24,18.42,0.17,1347.0,9745,9065,8613,8631,12249,14874,11533,188,147,192,2,Fm_BG,PP3csbg
637226.1800000003,7976489.569999997,0.037591,1.35,29.96,5.15,3.13,19.22,0.14,1354.08,9558,8808,8074,7844,10932,12668,10042,63,10,18,2,Fm_BG,PP3csbg
637288.6800000003,7976489.569999997,0.034137,1.44,33.08,5.06,3.0,19.33,0.13,1363.1,9553,8776,8151,7955,11404,12876,10257,51,11,25,2,Fm_BG,PP3csbg
637351.1800000003,7976489.569999997,0.032045,1.54,34.07789999999976,5.03,2.88,18.86,0.14,1372.95,9439,8593,7998,7738,10509,11914,9701,135,36,107,2,Fm_BG,PP3csbg
637413.6800000003,7976489.569999997,0.032729,1.71,34.07789999999976,5.15,2.77,17.93,0.15,1380.58,9928,9313,8890,8995,13218,15865,12542,112,20,90,2,Fm_BG,PP3csbg
637476.1800000003,7976489.569999997,0.050883,1.99,33.75,5.45,2.7,16.66,0.16,1384.08,9633,8946,8600,8746,12175,13603,10634,208,103,170,2,Fm_BG,PP3csbg
636913.6800000003,7976427.07,0.051178,1.51,15.42,4.83,3.45,10.15,0.4,1336.85,8971,8078,7629,6747,15258,10011,7210,10,69,8,2,Fm_BG,PP3csbg
636976.1800000003,7976427.07,0.051837,1.43,18.21,4.6,3.29,11.95,0.33,1337.81,9031,8155,7669,6823,15102,10085,7317,51,112,45,2,Fm_BG,PP3csbg
637101.18,7976427.07,0.050619,1.19,24.29,4.59,3.27,16.19,0.21,1339.52,9647,8961,8465,8605,12855,14921,11107,116,121,131,2,Fm_BG,PP3csbg
637163.6800000003,7976427.07,0.048878,1.25,26.65,4.84,3.22,17.66,0.17,1342.67,9816,9137,8843,8927,13191,14775,11574,126,89,119,2,Fm_BG,PP3csbg
637288.6800000003,7976427.07,0.044184,1.49,31.19,5.08,3.01,18.56,0.14,1356.14,9845,9125,8677,8633,12553,14438,11143,69,14,39,2,Fm_BG,PP3csbg
637351.1800000003,7976427.07,0.041598,1.6,32.76,5.14,2.89,18.11,0.15,1364.68,9399,8627,7887,7564,10198,11323,9140,43,8,18,2,Fm_BG,PP3csbg
637413.6800000003,7976427.07,0.042571,1.8,32.91,5.37,2.8,17.2,0.16,1370.43,9565,8815,8366,8137,11992,13513,10465,63,8,25,2,Fm_BG,PP3csbg
637476.1800000003,7976427.07,0.04918,2.05,31.59,5.71,2.72,15.95,0.17,1374.31,9779,9129,9021,9241,13109,14874,11621,186,93,162,2,Fm_BG,PP3csbg
637976.1800000003,7976427.07,0.014788,1.78,17.06,4.3,2.47,9.23,0.27,1401.14,10139,9506,9190,9382,13176,16337,13149,13,122,12,2,Fm_BG,PP3csbg
638038.68,7976427.07,0.017991999999999998,1.53,13.55,3.82,2.68,9.22,0.29,1405.09,9743,8993,8620,8684,12299,16342,12911,208,143,189,2,Fm_BG,PP3csbg
638101.18,7976427.07,0.017671,1.26,9.85,3.31,2.99,9.4,0.31,1409.6500000000005,9845,9180,8737,9105,12714,16841,13650,223,146,205,2,Fm_BG,PP3csbg
637038.68,7976427.07,0.049972,1.29,21.25,4.51,3.25,14.05,0.26,1338.6,9085,8216,7650,6912,14036,10146,7481,82,129,111,2,Fm_BG,PP3csbg
637226.1800000003,7976427.07,0.046657,1.37,29.0,5.02,3.13,18.44,0.15,1348.39,9753,9031,8672,8745,12955,14618,11419,126,46,111,2,Fm_BG,PP3csbg
636851.1800000003,7976364.57,0.050547,1.58,15.19,5.06,3.59,8.46,0.49,1337.07,9777,9146,8968,9474,13635,15276,11612,41,194,53,2,Fm_BG,PP3csbg
638101.18,7976364.57,0.013792,1.24,10.51,3.29,3.0,9.69,0.3,1411.89,9809,9096,8778,9096,12465,16892,13859,173,33,85,2,Fm_BG,PP3csbg
636726.1800000003,7976364.57,0.032447000000000004,1.29,9.94,4.72,4.66,6.9,0.7,1336.29,9592,8933,8618,9014,13010,14256,10803,126,126,134,2,Fm_BG,PP3csbg
636913.6800000003,7976364.57,0.045128,1.53,17.33,4.87,3.32,9.8,0.4,1337.41,9690,9009,8910,9261,13695,15749,12032,36,194,39,2,Fm_BG,PP3csbg
636976.1800000003,7976364.57,0.047155,1.4,19.59,4.62,3.22,11.54,0.32,1337.48,9725,9068,8907,9199,13645,16269,12298,21,150,32,2,Fm_BG,PP3csbg
637038.68,7976364.57,0.049342,1.24,22.17,4.4,3.21,13.46,0.26,1337.5,9480,8786,8609,9012,14063,15019,11058,17,99,15,2,Fm_BG,PP3csbg
637101.18,7976364.57,0.052073,1.15,24.7,4.32,3.23,15.4,0.21,1337.92,9119,8276,8023,7521,14950,11915,8757,14,57,8,2,Fm_BG,PP3csbg
637163.6800000003,7976364.57,0.052986,1.26,26.33,4.61,3.21,16.84,0.18,1340.17,9332,8542,8323,8299,14089,13135,9945,82,81,82,2,Fm_BG,PP3csbg
637226.1800000003,7976364.57,0.052244000000000006,1.44,27.78,4.91,3.14,17.64,0.16,1343.7600000000002,9126,8297,7867,7301,15085,11510,8391,92,39,73,2,Fm_BG,PP3csbg
637288.6800000003,7976364.57,0.050828,1.63,29.26,5.11,3.04,17.829999999999995,0.15,1349.56,9375,8573,8174,7891,15011,12468,9191,129,68,123,2,Fm_BG,PP3csbg
637351.1800000003,7976364.57,0.049543,1.81,30.44,5.26,2.94,17.44,0.16,1356.09,9486,8783,8430,8381,14034,13752,10344,141,64,130,2,Fm_BG,PP3csbg
637413.6800000003,7976364.57,0.051075,1.96,30.73,5.5,2.85,16.56,0.17,1360.79,9678,8998,8572,8662,12390,13866,10791,31,7,10,2,Fm_BG,PP3csbg
637476.1800000003,7976364.57,0.055079,2.14,29.97,5.81,2.78,15.35,0.18,1364.5,9778,9123,8979,9254,12877,15199,11843,99,36,98,2,Fm_BG,PP3csbg
637538.68,7976364.57,0.063032,2.35,28.29,6.14,2.7,14.0,0.2,1367.88,9163,8397,7968,7664,13695,11272,8484,92,38,82,2,Fm_BG,PP3csbg
637913.6800000003,7976364.57,0.0255,2.04,21.14,4.19,2.35,9.39,0.25,1398.19,10447,9966,10002,10615,15547,18956,14559,48,122,38,2,Fm_BG,PP3csbg
637976.1800000003,7976364.57,0.017174000000000002,1.8,18.16,3.9,2.47,9.31,0.26,1401.72,9765,9106,8728,8641,13041,14533,11632,48,109,35,2,Fm_BG,PP3csbg
638038.68,7976364.57,0.015999,1.53,14.42,3.6,2.69,9.4,0.28,1406.42,10096,9440,8805,9056,12618,15854,12994,194,62,140,2,Fm_BG,PP3csbg
636913.6800000003,7976302.069999997,0.025188,1.66,18.35,4.96,3.21,9.45,0.39,1340.05,9955,9357,9284,9767,14110,16937,13024,164,155,168,2,Fm_BG,PP3csbg
637163.6800000003,7976302.069999997,0.049271,1.28,25.24,4.57,3.22,16.09,0.19,1339.75,9862,9168,9075,9250,14212,17214,13289,43,104,25,2,Fm_BG,PP3csbg
637226.1800000003,7976302.069999997,0.053621,1.5,26.01,4.96,3.18,16.93,0.17,1341.25,9167,8308,7865,7472,14686,11544,8487,62,81,45,2,Fm_BG,PP3csbg
636726.1800000003,7976302.069999997,0.022321,1.49,11.06,4.74,4.32,6.51,0.68,1340.28,9706,9068,8857,9254,12936,14546,11060,109,90,112,2,Fm_BG,PP3csbg
636788.6800000003,7976302.069999997,0.021523,1.71,14.09,5.04,3.77,7.16,0.57,1340.2,9725,9107,8858,9373,13249,14708,11221,85,143,134,2,Fm_BG,PP3csbg
636851.1800000003,7976302.069999997,0.026832,1.76,16.87,5.07,3.39,8.12,0.47,1340.09,9735,9116,8962,9481,13454,15254,11643,72,130,116,2,Fm_BG,PP3csbg
636976.1800000003,7976302.069999997,0.032026,1.48,20.0,4.73,3.17,11.1,0.32,1339.33,9943,9355,9235,9645,13809,16679,12830,147,121,123,2,Fm_BG,PP3csbg
637038.68,7976302.069999997,0.0373,1.26,22.18,4.43,3.2,12.93,0.26,1338.58,9646,9000,8908,9567,13636,15975,12084,175,162,156,2,Fm_BG,PP3csbg
637101.18,7976302.069999997,0.043303,1.14,24.42,4.18,3.24,14.71,0.22,1338.63,10054,9466,8930,9305,13713,17124,13485,129,193,134,2,Fm_BG,PP3csbg
637288.6800000003,7976302.069999997,0.054142,1.75,27.03,5.22,3.1,17.18,0.17,1344.27,8999,8104,7607,6863,15228,9702,7159,53,115,45,2,Fm_BG,PP3csbg
637351.1800000003,7976302.069999997,0.053242,1.98,28.12,5.37,3.01,16.86,0.17,1349.06,9046,8173,7699,6973,15483,10535,7702,63,120,65,2,Fm_BG,PP3csbg
637413.6800000003,7976302.069999997,0.060362,2.06,28.68,5.57,2.94,16.03,0.18,1352.7600000000002,9737,9035,8771,8942,12667,14860,11531,78,80,77,2,Fm_BG,PP3csbg
637476.1800000003,7976302.069999997,0.068527,2.18,28.56,5.78,2.86,14.87,0.19,1355.67,9937,9302,9201,9697,13690,14720,11549,53,24,32,2,Fm_BG,PP3csbg
637538.68,7976302.069999997,0.072091,2.34,27.8,5.96,2.77,13.59,0.21,1358.42,9215,8424,8010,7740,13549,11938,8741,85,63,82,2,Fm_BG,PP3csbg
637601.1800000003,7976302.069999997,0.072659,2.48,26.52,6.03,2.68,12.35,0.22,1362.0100000000002,9420,8739,8393,8831,12631,14110,10338,63,150,77,2,Fm_BG,PP3csbg
637913.6800000003,7976302.069999997,0.048762,2.06,22.23,3.71,2.37,9.43,0.25,1395.37,9589,8874,8463,8505,12219,13291,10400,164,109,141,2,Fm_BG,PP3csbg
637976.1800000003,7976302.069999997,0.030466000000000007,1.82,19.22,3.61,2.49,9.42,0.26,1399.16,9771,9122,8541,8393,12431,13894,10956,216,184,192,2,Fm_BG,PP3csbg
638038.68,7976302.069999997,0.018631,1.55,15.65,3.5,2.7,9.59,0.28,1404.4000000000005,10003,9332,9030,9293,13174,16038,13126,132,48,97,2,Fm_BG,PP3csbg
636726.1800000003,7976239.57,0.031544,1.73,11.22,4.99,4.0,6.16,0.66,1345.19,9626,8970,8602,8901,12029,14796,11280,96,116,108,2,Fm_BG,PP3csbg
636788.6800000003,7976239.57,0.019475,1.98,14.01,5.34,3.51,6.8,0.55,1344.96,9673,9021,8977,9681,13068,16147,12429,109,139,131,2,Fm_BG,PP3csbg
636851.1800000003,7976239.57,0.01575,2.01,16.14,5.38,3.22,7.78,0.46,1344.52,9771,9160,9143,9847,13209,15989,12485,112,126,141,2,Fm_BG,PP3csbg
636913.6800000003,7976239.57,0.021204,1.89,17.44,5.29,3.12,9.06,0.38,1344.12,9914,9308,9224,9941,13736,16240,12531,145,151,157,2,Fm_BG,PP3csbg
636976.1800000003,7976239.57,0.023254,1.67,18.76,5.13,3.14,10.63,0.32,1343.19,9826,9204,9221,9877,13852,16218,12403,190,150,164,2,Fm_BG,PP3csbg
637038.68,7976239.57,0.028591,1.4,20.54,4.89,3.21,12.35,0.27,1341.82,9591,8970,8780,9362,13470,15564,11738,206,138,164,2,Fm_BG,PP3csbg
637101.18,7976239.57,0.036523,1.28,22.13,4.75,3.26,14.04,0.23,1341.1500000000005,9454,8767,8581,8804,13895,15661,11621,160,169,162,2,Fm_BG,PP3csbg
637163.6800000003,7976239.57,0.043589,1.35,22.93,4.95,3.28,15.44,0.2,1340.94,9752,9093,9127,9571,13891,17390,13455,112,111,107,2,Fm_BG,PP3csbg
637226.1800000003,7976239.57,0.051686,1.51,23.56,5.22,3.26,16.36,0.19,1341.1,9830,9158,9003,9489,14169,16738,12507,135,172,134,2,Fm_BG,PP3csbg
637288.6800000003,7976239.57,0.053914,1.71,24.39,5.43,3.22,16.7,0.18,1341.79,9683,8930,8696,8826,14283,15433,11406,21,111,18,2,Fm_BG,PP3csbg
637351.1800000003,7976239.57,0.055914,1.88,25.55,5.53,3.15,16.42,0.19,1344.2600000000002,9143,8321,7892,7371,15233,11678,8496,14,120,17,2,Fm_BG,PP3csbg
637413.6800000003,7976239.57,0.071979,1.98,26.48,5.63,3.08,15.64,0.19,1346.96,9113,8275,7879,7277,15356,11213,8081,38,142,48,2,Fm_BG,PP3csbg
637476.1800000003,7976239.57,0.089246,2.11,26.94,5.71,2.99,14.52,0.21,1348.93,9106,8268,7845,7270,14697,10972,8032,82,45,73,2,Fm_BG,PP3csbg
637538.68,7976239.57,0.08995700000000001,2.26,26.91,5.72,2.88,13.32,0.22,1351.49,9314,8547,8129,8047,13395,12734,9330,72,89,82,2,Fm_BG,PP3csbg
637601.1800000003,7976239.57,0.08312,2.35,26.11,5.62,2.76,12.25,0.23,1356.31,9275,8545,8162,8153,13173,12933,9462,28,98,52,2,Fm_BG,PP3csbg
637913.6800000003,7976239.57,0.065554,2.05,22.5,3.46,2.41,9.5,0.25,1389.14,9316,8566,7996,7869,11244,11690,9120,28,12,16,2,Fm_BG,PP3csbg
637976.1800000003,7976239.57,0.046507,1.83,19.9,3.52,2.53,9.53,0.26,1393.22,9565,8839,8326,8103,11439,13133,10289,82,62,77,2,Fm_BG,PP3csbg
636788.6800000003,7976177.07,0.0461,2.27,12.95,5.75,3.28,6.47,0.53,1350.2600000000002,9638,8985,8554,8950,12319,15910,11604,116,94,134,2,Fm_BG,PP3csbg
636851.1800000003,7976177.07,0.036237,2.29,14.35,5.78,3.09,7.42,0.45,1349.6,9643,8958,8530,8891,12310,15567,11484,154,139,160,2,Fm_BG,PP3csbg
636913.6800000003,7976177.07,0.031104000000000007,2.19,15.22,5.72,3.05,8.67,0.38,1348.97,9807,9171,8798,9311,12723,16477,12371,170,155,182,2,Fm_BG,PP3csbg
636976.1800000003,7976177.07,0.031013,1.96,16.19,5.64,3.13,10.15,0.32,1347.96,9497,8862,8646,9090,13854,14972,11090,163,142,167,2,Fm_BG,PP3csbg
637038.68,7976177.07,0.030662,1.58,18.0,5.45,3.25,11.86,0.27,1346.34,9537,8915,8811,9439,13551,14953,11423,175,155,180,2,Fm_BG,PP3csbg
637101.18,7976177.07,0.035855,1.41,19.35,5.32,3.34,13.53,0.24,1344.88,9421,8742,8519,8842,13761,15090,11462,129,125,131,2,Fm_BG,PP3csbg
637163.6800000003,7976177.07,0.043859,1.37,20.24,5.36,3.4,14.97,0.22,1343.34,10141,9501,9431,9941,13850,17847,14521,132,147,123,2,Fm_BG,PP3csbg
637226.1800000003,7976177.07,0.050405,1.42,20.91,5.48,3.41,15.98,0.2,1342.39,10199,9710,9798,10780,15481,18055,14131,175,186,156,2,Fm_BG,PP3csbg
637288.6800000003,7976177.07,0.057037,1.57,21.64,5.64,3.38,16.41,0.2,1341.88,9676,9007,8759,8967,14292,16490,12296,178,186,159,2,Fm_BG,PP3csbg
637351.1800000003,7976177.07,0.062675,1.67,22.94,5.65,3.33,16.15,0.2,1342.82,9844,9200,8840,9175,13262,16790,12708,154,168,137,2,Fm_BG,PP3csbg
637413.6800000003,7976177.07,0.07634400000000001,1.79,24.04,5.67,3.26,15.41,0.21,1344.39,9235,8441,8062,7736,15254,13072,9419,48,142,42,2,Fm_BG,PP3csbg
637476.1800000003,7976177.07,0.098499,1.94,24.83,5.66,3.16,14.33,0.22,1345.37,9015,8107,7609,6767,15992,9925,7189,38,142,48,2,Fm_BG,PP3csbg
637538.68,7976177.07,0.104869,2.09,25.36,5.55,3.04,13.15,0.23,1346.91,8987,8088,7565,6722,16275,9494,6950,38,182,77,2,Fm_BG,PP3csbg
637601.1800000003,7976177.07,0.091616,2.15,24.65,5.39,2.9,12.22,0.24,1352.14,9201,8411,7996,7587,14843,11800,8557,53,154,73,2,Fm_BG,PP3csbg
637851.1800000003,7976177.07,0.07297000000000001,2.13,23.42,3.4,2.45,9.76,0.25,1378.03,9738,9106,8819,9234,13158,15395,11713,66,45,73,2,Fm_BG,PP3csbg
637913.6800000003,7976177.07,0.063243,1.98,21.75,3.51,2.47,9.57,0.26,1381.11,9685,8983,8528,8723,11953,13611,10630,78,55,60,2,Fm_BG,PP3csbg
637976.1800000003,7976177.07,0.047095,1.81,19.74,3.66,2.58,9.63,0.26,1385.08,9643,8926,8315,8217,12187,13090,10190,36,15,25,2,Fm_BG,PP3csbg
636851.1800000003,7976114.570000001,0.07116,2.49,11.87,5.99,3.04,7.09,0.46,1354.86,9656,9029,8603,9033,12345,15444,11431,132,104,123,2,Fm_BG,PP3csbg
636913.6800000003,7976114.570000001,0.066073,2.46,12.42,6.01,3.06,8.32,0.4,1354.06,9613,8931,8539,8867,12634,16217,11757,122,112,123,2,Fm_BG,PP3csbg
636976.1800000003,7976114.570000001,0.052357000000000015,2.34,12.89,6.04,3.19,9.77,0.34,1352.96,9655,9025,8872,9565,13601,14904,11462,169,121,154,2,Fm_BG,PP3csbg
637038.68,7976114.570000001,0.043264,1.88,14.89,5.85,3.36,11.52,0.29,1351.16,9402,8719,8495,8995,13313,14771,11076,112,116,111,2,Fm_BG,PP3csbg
637101.18,7976114.570000001,0.041351,1.52,16.58,5.68,3.5,13.25,0.26,1349.0100000000002,9435,8736,8401,8595,13174,15219,11432,135,142,137,2,Fm_BG,PP3csbg
637163.6800000003,7976114.570000001,0.045851,1.29,17.8,5.58,3.6,14.74,0.24,1346.74,9656,9030,8798,9097,13505,16261,12463,129,120,111,2,Fm_BG,PP3csbg
637226.1800000003,7976114.570000001,0.053721000000000005,1.19,18.73,5.55,3.65,15.81,0.22,1344.91,10680,10424,10001,11230,17538,19198,15000,147,85,111,2,Fm_BG,PP3csbg
637288.6800000003,7976114.570000001,0.058920000000000014,1.26,19.66,5.6,3.64,16.24,0.22,1344.05,9694,9004,8778,9029,14247,16475,12422,154,120,148,2,Fm_BG,PP3csbg
637351.1800000003,7976114.570000001,0.06425499999999999,1.38,20.71,5.63,3.58,16.02,0.22,1344.4000000000005,9985,9425,9150,9424,14123,17222,13227,172,161,162,2,Fm_BG,PP3csbg
637413.6800000003,7976114.570000001,0.073249,1.52,21.46,5.67,3.5,15.32,0.23,1345.21,10765,10385,10215,10634,16301,18585,14167,172,186,167,2,Fm_BG,PP3csbg
637476.1800000003,7976114.570000001,0.087052,1.68,21.89,5.68,3.39,14.31,0.24,1345.57,9579,8877,8681,8899,14294,15080,11208,119,161,111,2,Fm_BG,PP3csbg
637538.68,7976114.570000001,0.096869,1.81,22.25,5.57,3.24,13.25,0.25,1346.45,9131,8287,7789,7260,16741,10514,7796,14,168,25,2,Fm_BG,PP3csbg
637601.1800000003,7976114.570000001,0.100667,1.87,21.93,5.39,3.08,12.33,0.25,1350.43,9089,8227,7801,7150,15304,11144,8040,14,128,16,2,Fm_BG,PP3csbg
637663.6800000003,7976114.570000001,0.096447,1.87,21.39,5.14,2.91,11.54,0.25,1355.93,9134,8300,7862,7325,14568,11287,8181,56,154,77,2,Fm_BG,PP3csbg
637726.1800000003,7976114.570000001,0.089688,1.84,20.71,4.84,2.75,10.85,0.25,1361.33,9292,8549,8155,8235,12702,13301,9844,85,60,73,2,Fm_BG,PP3csbg
637788.6800000003,7976114.570000001,0.082838,1.81,20.15,4.47,2.62,10.28,0.25,1366.18,9321,8607,8238,8506,13030,13414,9845,78,45,69,2,Fm_BG,PP3csbg
637851.1800000003,7976114.570000001,0.073216,1.85,20.22,4.07,2.54,9.84,0.26,1370.12,9357,8647,8256,8292,13571,13306,9768,92,60,82,2,Fm_BG,PP3csbg
637913.6800000003,7976114.570000001,0.059763,1.82,19.46,4.03,2.54,9.62,0.26,1372.79,9581,8914,8610,8932,13107,14753,11038,100,66,94,2,Fm_BG,PP3csbg
637976.1800000003,7976114.570000001,0.042865,1.73,18.39,4.08,2.64,9.69,0.27,1376.0100000000002,9959,9325,9023,9381,13558,16115,12261,63,27,52,2,Fm_BG,PP3csbg
637663.6800000003,7976052.07,0.08747,1.59,18.65,5.32,3.11,11.7,0.27,1354.19,9121,8310,7875,7265,15050,11334,8266,28,154,39,2,Fm_BG,PP3csbg
636913.6800000003,7976052.07,0.089624,2.51,10.39,5.94,3.13,8.09,0.41,1358.92,9580,8864,8410,8729,12243,15883,11542,157,155,164,2,Fm_BG,PP3csbg
636976.1800000003,7976052.07,0.08079299999999999,2.4,11.14,5.94,3.32,9.65,0.36,1357.61,9603,8965,8938,9580,13067,15632,11915,119,104,111,2,Fm_BG,PP3csbg
637038.68,7976052.07,0.060335,1.93,12.82,5.87,3.56,11.48,0.31,1355.55,10038,9450,9390,9991,14380,15558,12031,141,147,141,2,Fm_BG,PP3csbg
637101.18,7976052.07,0.047767,1.48,14.53,5.76,3.76,13.26,0.28,1353.12,9570,8889,8542,9006,12655,16594,13027,99,94,91,2,Fm_BG,PP3csbg
637163.6800000003,7976052.07,0.045926,1.12,15.94,5.62,3.91,14.79,0.26,1350.68,9404,8741,7977,7993,13213,13908,10475,126,98,91,2,Fm_BG,PP3csbg
637226.1800000003,7976052.07,0.049963,0.89,17.03,5.48,3.98,15.89,0.25,1348.92,10049,9463,10085,11573,16090,19998,15957,126,89,98,2,Fm_BG,PP3csbg
637288.6800000003,7976052.07,0.054977,0.94,18.05,5.49,3.97,16.26,0.24,1348.0,10039,9471,9291,9915,14959,17297,13196,163,161,156,2,Fm_BG,PP3csbg
637351.1800000003,7976052.07,0.057913,1.08,18.88,5.53,3.91,16.03,0.24,1348.17,10016,9457,9395,9727,13994,17525,13732,169,168,151,2,Fm_BG,PP3csbg
637413.6800000003,7976052.07,0.062025,1.25,19.21,5.59,3.81,15.35,0.25,1348.58,10093,9506,9327,9841,14250,18120,13871,183,171,162,2,Fm_BG,PP3csbg
637476.1800000003,7976052.07,0.07152,1.41,19.04,5.66,3.67,14.36,0.26,1348.54,9898,9288,8939,9358,14121,16893,12351,144,125,134,2,Fm_BG,PP3csbg
637538.68,7976052.07,0.080694,1.53,19.27,5.58,3.5,13.41,0.26,1348.93,9781,9174,9109,9629,13509,16525,12502,48,150,52,2,Fm_BG,PP3csbg
637601.1800000003,7976052.07,0.084635,1.58,19.08,5.46,3.31,12.51,0.26,1350.9000000000005,9760,9107,8717,9043,13839,16331,11994,28,129,25,2,Fm_BG,PP3csbg
637726.1800000003,7976052.07,0.08882999999999999,1.56,17.88,5.19,2.93,10.99,0.27,1357.74,9051,8221,7728,7088,14158,10805,7882,45,164,69,2,Fm_BG,PP3csbg
637788.6800000003,7976052.07,0.084768,1.5,16.78,5.04,2.78,10.38,0.27,1360.92,9074,8191,7838,6968,17464,10938,7635,51,88,45,2,Fm_BG,PP3csbg
637851.1800000003,7976052.07,0.076231,1.62,16.99,4.72,2.67,9.88,0.27,1363.72,9065,8201,7679,6991,14640,10462,7592,69,113,98,2,Fm_BG,PP3csbg
637913.6800000003,7976052.07,0.062371,1.69,16.84,4.57,2.64,9.6,0.28,1365.85,9215,8405,7986,7705,14090,12584,9173,82,118,90,2,Fm_BG,PP3csbg
637976.1800000003,7976052.07,0.045384,1.66,16.45,4.51,2.72,9.65,0.28,1367.91,9891,9327,8963,9511,13804,16673,12549,72,79,73,2,Fm_BG,PP3csbg
637538.68,7975989.57,0.067741,1.29,17.35,5.43,3.82,13.65,0.28,1352.29,9982,9335,9342,9931,14086,17459,13382,175,196,184,2,Fm_BG,PP3csbg
637038.68,7975989.57,0.077087,1.73,11.46,5.73,3.89,11.72,0.34,1359.25,9500,8819,8605,8927,13605,15222,11367,116,142,127,2,Fm_BG,PP3csbg
637101.18,7975989.57,0.060419000000000014,1.3,13.12,5.68,4.16,13.59,0.31,1356.82,9655,8960,8822,9129,13347,16678,12774,112,98,119,2,Fm_BG,PP3csbg
637163.6800000003,7975989.57,0.048729,0.93,14.66,5.58,4.35,15.1,0.29,1354.75,9689,9074,8811,9210,14253,16796,12978,144,85,95,2,Fm_BG,PP3csbg
637226.1800000003,7975989.57,0.047666,0.69,15.96,5.46,4.43,16.13,0.27,1353.39,10047,9370,9884,10754,15097,18527,14705,141,89,111,2,Fm_BG,PP3csbg
637288.6800000003,7975989.57,0.050783,0.71,16.87,5.4,4.42,16.45,0.27,1352.45,9912,9367,9230,9741,13756,17031,13162,129,85,98,2,Fm_BG,PP3csbg
637351.1800000003,7975989.57,0.052969,0.84,17.55,5.39,4.34,16.18,0.27,1352.55,9882,9259,9127,9573,13593,16369,12709,154,142,141,2,Fm_BG,PP3csbg
637413.6800000003,7975989.57,0.05512,1.02,17.82,5.4,4.2,15.53,0.27,1353.07,10077,9500,9356,9844,13950,17237,13426,169,98,141,2,Fm_BG,PP3csbg
637476.1800000003,7975989.57,0.060598,1.17,17.66,5.41,4.02,14.6,0.28,1352.81,9949,9386,9360,9932,14317,16898,12920,183,154,167,2,Fm_BG,PP3csbg
637601.1800000003,7975989.57,0.072087,1.36,16.94,5.44,3.6,12.71,0.28,1352.68,10430,9948,10034,11355,15917,19631,15421,157,146,141,2,Fm_BG,PP3csbg
637663.6800000003,7975989.57,0.072425,1.4,16.59,5.42,3.38,11.85,0.28,1353.79,9707,9089,8705,9255,14291,16100,12276,129,168,134,2,Fm_BG,PP3csbg
637726.1800000003,7975989.57,0.070634,1.43,16.13,5.37,3.16,11.07,0.29,1355.56,9781,9108,8562,8731,12798,16796,12415,36,175,48,2,Fm_BG,PP3csbg
637788.6800000003,7975989.57,0.071663,1.46,15.25,5.25,2.98,10.38,0.29,1357.39,9346,8597,8008,7866,12847,14526,10510,31,103,32,2,Fm_BG,PP3csbg
637851.1800000003,7975989.57,0.070359,1.57,14.91,5.04,2.84,9.81,0.29,1359.28,9249,8450,8012,7822,13352,13094,9471,27,149,39,2,Fm_BG,PP3csbg
637913.6800000003,7975989.57,0.065713,1.66,14.62,4.88,2.77,9.48,0.3,1360.78,9007,8160,7592,6918,13790,9716,7443,25,126,25,2,Fm_BG,PP3csbg
637976.1800000003,7975989.57,0.05626,1.65,14.4,4.74,2.81,9.48,0.3,1361.79,9382,8666,8204,8218,13052,13071,9758,38,96,31,2,Fm_BG,PP3csbg
