X,Y,GT,K,TH,U,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,R,G,B,TARGET,UNID,COD
637601.1800000003,7971802.059999999,0.011404,2.89,21.74,5.86,2.14,7.94,0.26,1340.42,9321,8537,7981,7900,11584,11931,9136,68,85,52,4,Fm_SJC,PP4esjc
637663.6800000003,7971802.059999999,0.010727,2.66,22.76,5.62,2.27,8.52,0.25,1343.1,9876,9214,8911,9197,12678,16109,12101,125,141,156,4,Fm_SJC,PP4esjc
637726.1800000003,7971802.059999999,0.009553,2.43,23.54,5.24,2.44,9.05,0.25,1345.85,9766,9125,8682,8996,12819,16297,11956,154,139,179,4,Fm_SJC,PP4esjc
637788.6800000003,7971802.059999999,0.008198,2.2,23.68,4.74,2.62,9.48,0.25,1348.83,9481,8775,8222,8434,12750,15596,11135,197,194,204,4,Fm_SJC,PP4esjc
637351.1800000003,7971739.56,0.02266,2.85,20.59,6.43,2.14,6.37,0.34,1318.48,9292,8505,7858,7697,11390,12399,9274,21,64,39,4,Fm_SJC,PP4esjc
637413.6800000003,7971739.56,0.022205000000000003,3.18,20.73,6.2,2.07,6.63,0.32,1322.1,9283,8492,7819,7608,11250,11321,8919,81,150,111,4,Fm_SJC,PP4esjc
637476.1800000003,7971739.56,0.019584,3.33,20.7,6.09,2.05,7.0,0.3,1325.48,9732,9084,8788,8982,14239,16054,11704,81,168,118,4,Fm_SJC,PP4esjc
637538.68,7971739.56,0.015571000000000003,3.18,20.8,6.11,2.08,7.48,0.28,1328.28,9160,8381,7820,7474,13150,11468,8488,119,200,140,4,Fm_SJC,PP4esjc
637601.1800000003,7971739.56,0.013796,2.94,21.25,6.13,2.17,8.02,0.26,1331.34,9293,8520,7819,7696,11507,11693,8862,14,42,10,4,Fm_SJC,PP4esjc
637663.6800000003,7971739.56,0.014722,2.69,21.79,6.14,2.3,8.55,0.25,1334.5100000000002,9560,8823,8483,8504,13721,14591,10467,66,67,90,4,Fm_SJC,PP4esjc
637726.1800000003,7971739.56,0.014659,2.47,22.1,6.09,2.46,9.05,0.25,1337.05,9590,8930,8360,8486,12249,14582,10778,154,113,156,4,Fm_SJC,PP4esjc
637788.6800000003,7971739.56,0.013986000000000002,2.26,21.73,5.9,2.64,9.45,0.25,1339.52,9566,8847,8352,8570,13099,15782,11193,119,109,140,4,Fm_SJC,PP4esjc
637851.1800000003,7971739.56,0.014167,2.02,20.35,5.58,2.84,9.69,0.27,1342.86,9260,8479,7945,7760,13842,13078,9243,145,162,151,4,Fm_SJC,PP4esjc
637288.6800000003,7971677.06,0.027861,2.25,21.53,7.01,2.26,6.38,0.36,1303.0,9227,8399,7843,7452,13137,11881,8638,25,129,45,4,Fm_SJC,PP4esjc
637351.1800000003,7971677.06,0.028677,2.71,21.79,6.61,2.17,6.52,0.34,1306.32,9215,8452,7855,7611,12600,12367,8985,25,60,39,4,Fm_SJC,PP4esjc
637413.6800000003,7971677.06,0.0283,3.13,21.77,6.29,2.1,6.74,0.32,1311.2,9160,8355,7748,7523,11595,12273,9064,48,56,45,4,Fm_SJC,PP4esjc
637476.1800000003,7971677.06,0.025862,3.38,21.18,6.1,2.08,7.06,0.3,1315.7,9243,8403,7920,7611,13079,12024,8919,38,27,25,4,Fm_SJC,PP4esjc
637538.68,7971677.06,0.023614,3.18,20.74,6.18,2.13,7.53,0.28,1319.45,9069,8246,7793,7192,14730,10750,7978,116,193,111,4,Fm_SJC,PP4esjc
637601.1800000003,7971677.06,0.021271,2.9,20.48,6.34,2.23,8.04,0.26,1323.1500000000005,9408,8640,8209,8147,12621,13353,9860,33,120,45,4,Fm_SJC,PP4esjc
637663.6800000003,7971677.06,0.02005,2.65,20.43,6.58,2.36,8.55,0.26,1326.7,9622,8962,8572,8766,13700,15584,11054,48,42,52,4,Fm_SJC,PP4esjc
637726.1800000003,7971677.06,0.021036000000000003,2.43,20.25,6.83,2.52,9.01,0.26,1329.31,9429,8677,8262,8307,12789,13948,10248,119,186,133,4,Fm_SJC,PP4esjc
637788.6800000003,7971677.06,0.024783000000000003,2.22,19.33,6.9,2.7,9.37,0.27,1331.68,9483,8783,8269,8428,12504,15254,11004,66,91,81,4,Fm_SJC,PP4esjc
637851.1800000003,7971677.06,0.025205,1.98,18.64,6.39,2.89,9.58,0.29,1335.33,9378,8666,8153,8126,13125,13707,10008,221,241,231,4,Fm_SJC,PP4esjc
637226.1800000003,7971614.559999998,0.028022,1.96,20.82,7.72,2.37,6.38,0.38,1291.96,9448,8762,8302,8220,14697,12221,9403,13,117,26,4,Fm_SJC,PP4esjc
637288.6800000003,7971614.559999998,0.029798,2.22,21.64,7.23,2.3,6.49,0.36,1293.37,9088,8235,7765,7033,14609,10664,7761,17,165,25,4,Fm_SJC,PP4esjc
637351.1800000003,7971614.559999998,0.030531,2.63,22.39,6.72,2.2,6.59,0.34,1296.77,9073,8191,7686,6922,14117,10320,7521,27,196,52,4,Fm_SJC,PP4esjc
637413.6800000003,7971614.559999998,0.030636,2.99,22.6,6.33,2.14,6.78,0.32,1302.08,9080,8263,7865,7249,14503,11120,8275,36,165,65,4,Fm_SJC,PP4esjc
637476.1800000003,7971614.559999998,0.029455,3.13,21.6,6.14,2.14,7.11,0.3,1307.6500000000005,9452,8796,8550,8738,15426,15256,11064,53,111,73,4,Fm_SJC,PP4esjc
637538.68,7971614.559999998,0.028014,2.97,20.36,6.18,2.2,7.55,0.28,1312.92,9240,8448,7973,7574,14310,11963,8696,81,108,65,4,Fm_SJC,PP4esjc
637601.1800000003,7971614.559999998,0.027751,2.72,19.34,6.36,2.3,8.03,0.27,1317.6,9298,8536,8006,7820,12207,13397,9795,48,108,45,4,Fm_SJC,PP4esjc
637663.6800000003,7971614.559999998,0.02723,2.49,18.82,6.66,2.44,8.5,0.27,1321.27,9352,8604,8174,8283,12270,15115,10957,71,103,94,4,Fm_SJC,PP4esjc
637726.1800000003,7971614.559999998,0.028908,2.28,18.68,6.97,2.6,8.92,0.27,1324.02,9515,8825,8366,8584,12422,16022,11503,129,182,122,4,Fm_SJC,PP4esjc
637788.6800000003,7971614.559999998,0.033303,2.07,17.920000000000005,6.91,2.78,9.23,0.28,1326.73,9246,8501,8087,7796,13847,13434,9460,56,118,68,4,Fm_SJC,PP4esjc
637851.1800000003,7971614.559999998,0.034841000000000004,1.84,17.38,6.45,2.99,9.4,0.31,1329.95,9163,8367,7860,7413,13674,11581,8429,148,156,164,4,Fm_SJC,PP4esjc
637163.6800000003,7971552.059999998,0.025882,2.1,18.89,8.21,2.46,6.28,0.4,1288.1500000000005,9267,8439,8109,7829,14928,12803,9493,30,225,19,4,Fm_SJC,PP4esjc
637226.1800000003,7971552.059999998,0.029444,2.05,19.56,7.96,2.43,6.47,0.38,1285.69,9546,8795,8396,8367,13570,15176,11530,51,236,77,4,Fm_SJC,PP4esjc
637288.6800000003,7971552.059999998,0.029393,2.26,20.84,7.35,2.34,6.52,0.36,1288.16,9632,8922,8590,8607,13622,15610,11660,33,200,48,4,Fm_SJC,PP4esjc
637351.1800000003,7971552.059999998,0.030059,2.59,22.06,6.72,2.24,6.59,0.34,1291.7,9222,8470,7915,7582,14831,12707,9082,38,150,35,4,Fm_SJC,PP4esjc
637413.6800000003,7971552.059999998,0.030748,2.86,22.64,6.25,2.18,6.75,0.33,1296.79,9473,8728,8498,8697,14323,14696,10970,30,125,48,4,Fm_SJC,PP4esjc
637476.1800000003,7971552.059999998,0.028977,2.86,21.05,6.04,2.21,7.09,0.31,1303.61,9352,8575,8445,8332,15529,13791,9901,27,85,18,4,Fm_SJC,PP4esjc
637538.68,7971552.059999998,0.027883,2.69,19.13,6.01,2.29,7.51,0.3,1310.16,9419,8694,8204,8010,14920,13059,9292,95,245,175,4,Fm_SJC,PP4esjc
637601.1800000003,7971552.059999998,0.028177,2.47,17.43,6.12,2.4,7.96,0.29,1315.85,9596,8908,8621,8616,14952,15572,11045,71,200,115,4,Fm_SJC,PP4esjc
637663.6800000003,7971552.059999998,0.029646,2.24,16.38,6.29,2.54,8.4,0.28,1320.08,9308,8531,8282,7963,15358,13441,9659,81,72,69,4,Fm_SJC,PP4esjc
637726.1800000003,7971552.059999998,0.031549,2.02,16.15,6.42,2.71,8.78,0.29,1322.86,9262,8445,7957,7583,14294,11993,8692,132,177,140,4,Fm_SJC,PP4esjc
637788.6800000003,7971552.059999998,0.034745,1.85,16.03,6.38,2.9,9.05,0.31,1325.27,9227,8437,8030,7663,14262,12797,9134,151,188,175,4,Fm_SJC,PP4esjc
637851.1800000003,7971552.059999998,0.037717,1.66,15.96,6.0,3.12,9.2,0.33,1327.47,9233,8437,8058,7657,14662,12579,9085,132,204,130,4,Fm_SJC,PP4esjc
637101.18,7971489.559999999,0.025225,2.33,16.89,8.34,2.51,6.12,0.42,1290.47,9374,8634,8139,8108,14859,13751,10085,23,216,19,4,Fm_SJC,PP4esjc
637163.6800000003,7971489.559999999,0.027474,2.18,17.760000000000005,8.15,2.51,6.28,0.4,1284.03,9284,8448,8027,7809,14950,13669,9722,51,247,77,4,Fm_SJC,PP4esjc
637226.1800000003,7971489.559999999,0.027788,2.16,18.36,7.83,2.46,6.38,0.39,1283.91,9345,8619,8256,8262,14183,14311,10304,40,231,57,4,Fm_SJC,PP4esjc
637288.6800000003,7971489.559999999,0.026927,2.3,19.29,7.25,2.37,6.43,0.37,1287.36,9494,8808,8448,8628,14674,15402,10956,98,189,115,4,Fm_SJC,PP4esjc
637351.1800000003,7971489.559999999,0.025616000000000003,2.5,20.19,6.59,2.3,6.52,0.36,1291.66,9705,9119,8765,8929,14870,15498,11050,84,171,115,4,Fm_SJC,PP4esjc
637413.6800000003,7971489.559999999,0.025547,2.63,20.21,6.11,2.28,6.7,0.34,1296.87,9132,8361,7828,7292,14275,10844,8034,65,220,94,4,Fm_SJC,PP4esjc
637476.1800000003,7971489.559999999,0.024967,2.57,18.78,5.83,2.33,7.03,0.33,1304.1500000000005,9459,8772,8374,8474,13149,13512,9963,68,219,144,4,Fm_SJC,PP4esjc
637538.68,7971489.559999999,0.024598,2.39,16.77,5.7,2.42,7.43,0.32,1311.48,9699,9053,8765,9111,13751,14870,10882,59,248,136,4,Fm_SJC,PP4esjc
637601.1800000003,7971489.559999999,0.025653,2.18,14.74,5.69,2.54,7.86,0.31,1317.92,10017,9427,9262,9861,15580,17529,12813,59,125,56,4,Fm_SJC,PP4esjc
637663.6800000003,7971489.559999999,0.028026,1.98,13.31,5.76,2.69,8.26,0.31,1322.57,10011,9402,9362,9840,15636,17798,13074,129,196,154,4,Fm_SJC,PP4esjc
637726.1800000003,7971489.559999999,0.030209,1.8,13.31,5.8,2.87,8.61,0.32,1325.1,9441,8751,8492,8556,14067,15522,10998,122,218,169,4,Fm_SJC,PP4esjc
637788.6800000003,7971489.559999999,0.033329000000000004,1.64,13.76,5.72,3.07,8.869999999999997,0.34,1326.67,9390,8666,8234,8225,13072,14464,10338,60,152,85,4,Fm_SJC,PP4esjc
637851.1800000003,7971489.559999999,0.036575,1.48,14.13,5.4,3.3,9.0,0.37,1327.88,9489,8803,8447,8552,13649,15387,11011,85,166,102,4,Fm_SJC,PP4esjc
637038.68,7971427.059999999,0.017684000000000002,2.59,14.87,8.24,2.53,5.93,0.43,1295.42,9367,8558,8028,7681,15561,12613,9125,14,200,15,4,Fm_SJC,PP4esjc
637101.18,7971427.059999999,0.021749,2.39,15.93,8.26,2.55,6.04,0.43,1287.99,9365,8622,8163,8241,14184,14436,10500,14,163,8,4,Fm_SJC,PP4esjc
637163.6800000003,7971427.059999999,0.024753,2.26,16.54,8.02,2.56,6.19,0.42,1283.59,9137,8298,7753,7241,13917,11163,8266,74,231,102,4,Fm_SJC,PP4esjc
637226.1800000003,7971427.059999999,0.0239,2.25,16.6,7.68,2.49,6.23,0.4,1286.1,9221,8442,7916,7556,15202,12530,8896,68,143,49,4,Fm_SJC,PP4esjc
637288.6800000003,7971427.059999999,0.021625,2.32,16.92,7.11,2.42,6.28,0.39,1290.87,9423,8687,8145,8097,13762,13422,9667,71,249,159,4,Fm_SJC,PP4esjc
637351.1800000003,7971427.059999999,0.020012,2.42,17.39,6.42,2.38,6.39,0.37,1295.8,9451,8731,8452,8375,13960,13820,9979,40,165,35,4,Fm_SJC,PP4esjc
637413.6800000003,7971427.059999999,0.019546,2.42,16.95,5.92,2.4,6.61,0.36,1301.54,9520,8838,8624,8766,13812,14532,10889,88,179,102,4,Fm_SJC,PP4esjc
637476.1800000003,7971427.059999999,0.018912,2.29,15.7,5.54,2.48,6.95,0.35,1308.6500000000005,9632,8964,8696,9032,13053,14577,10994,42,208,115,4,Fm_SJC,PP4esjc
637538.68,7971427.059999999,0.018215,2.09,13.9,5.29,2.59,7.33,0.35,1316.17,9636,8949,8781,9053,13587,14513,10919,81,103,122,4,Fm_SJC,PP4esjc
637601.1800000003,7971427.059999999,0.019434,1.87,11.85,5.16,2.73,7.73,0.34,1322.97,10000,9421,9203,9741,15241,17272,12713,121,161,181,4,Fm_SJC,PP4esjc
637663.6800000003,7971427.059999999,0.022378,1.69,10.12,5.13,2.88,8.11,0.34,1327.97,10028,9463,9400,9686,15446,17730,13008,190,218,206,4,Fm_SJC,PP4esjc
637726.1800000003,7971427.059999999,0.025115,1.55,10.58,5.13,3.07,8.44,0.35,1329.8,9681,9023,8765,9164,13608,15657,11586,188,199,175,4,Fm_SJC,PP4esjc
637788.6800000003,7971427.059999999,0.027912,1.43,11.38,5.04,3.28,8.68,0.37,1330.32,9718,9103,8843,9276,14265,16688,12139,190,194,186,4,Fm_SJC,PP4esjc
637413.6800000003,7973927.070000001,0.011218,0.46,10.57,4.2,8.970000000000002,12.63,0.67,1399.92,9998,9598,9915,10831,16252,19522,14755,188,168,184,4,Fm_SJC,PP4esjc
637413.6800000003,7973864.570000001,0.015266,0.46,10.04,4.23,9.64,14.21,0.63,1398.59,10035,9625,10050,10970,16531,19763,14888,175,178,184,4,Fm_SJC,PP4esjc
637351.1800000003,7973802.069999997,0.039296,0.19,6.39,4.03,12.18,17.1,0.67,1395.43,10182,9640,10088,11058,15559,19421,15942,169,125,141,4,Fm_SJC,PP4esjc
637413.6800000003,7973802.069999997,0.041156,0.44,8.79,4.25,10.19,15.71,0.6,1396.54,10142,9759,10444,11301,17964,20097,14903,169,211,182,4,Fm_SJC,PP4esjc
637351.1800000003,7973739.569999997,0.032467,0.13,5.43,4.16,12.88,18.99,0.63,1392.88,9120,8294,8058,7389,18165,11236,8220,78,239,98,4,Fm_SJC,PP4esjc
637413.6800000003,7973739.569999997,0.037857,0.39,7.24,4.38,10.6,16.97,0.57,1394.35,9385,8635,8435,8097,16737,13198,9631,157,222,177,4,Fm_SJC,PP4esjc
637288.6800000003,7973677.07,0.038917,0.10203459449991208,4.1,4.09,15.85,23.15,0.65,1389.35,9003,8116,7735,6796,15987,9902,7158,71,168,73,4,Fm_SJC,PP4esjc
637351.1800000003,7973677.07,0.038179000000000005,0.10203459449991208,4.81,4.26,13.27,20.45,0.6,1390.92,8951,8086,7644,6691,16891,9379,6772,71,250,118,4,Fm_SJC,PP4esjc
637413.6800000003,7973677.07,0.036096,0.32,6.02,4.45,10.69,17.77,0.54,1392.64,9078,8230,7734,6973,17292,10339,7485,62,150,45,4,Fm_SJC,PP4esjc
637163.6800000003,7973614.57,0.042998,0.10203459449991208,4.29,4.01,20.29,30.11,0.66,1383.67,9194,8358,8111,7363,17401,12368,8577,129,211,167,4,Fm_SJC,PP4esjc
637226.1800000003,7973614.57,0.044657,0.10203459449991208,4.46,4.12,18.62,27.85,0.64,1385.86,8992,8134,7695,6803,15467,10465,7467,81,198,111,4,Fm_SJC,PP4esjc
637288.6800000003,7973614.57,0.051379,0.10203459449991208,4.64,4.16,16.04,24.58,0.61,1388.08,9104,8315,7910,7373,14594,12422,9147,42,168,39,4,Fm_SJC,PP4esjc
637351.1800000003,7973614.57,0.052213,0.10203459449991208,5.02,4.21,13.19,21.14,0.58,1389.96,9586,8914,8494,8565,14385,15576,11894,28,165,21,4,Fm_SJC,PP4esjc
637413.6800000003,7973614.57,0.051627,0.35,5.87,4.32,10.41,17.86,0.52,1391.75,9069,8233,7687,6975,14870,10401,7779,25,161,25,4,Fm_SJC,PP4esjc
637101.18,7973552.069999997,0.0464,0.10203459449991208,5.76,3.74,20.88,33.29,0.63,1381.28,9583,8954,8645,8979,14266,17309,12768,109,179,119,4,Fm_SJC,PP4esjc
637163.6800000003,7973552.069999997,0.054562,0.10203459449991208,5.72,4.14,20.56,32.46,0.62,1382.99,9471,8793,8488,8699,14124,15920,12121,36,150,32,4,Fm_SJC,PP4esjc
637226.1800000003,7973552.069999997,0.056220000000000006,0.10203459449991208,5.91,4.19,18.44,29.15,0.61,1385.39,9746,9174,8934,9410,13669,18267,14132,27,205,52,4,Fm_SJC,PP4esjc
637288.6800000003,7973552.069999997,0.062343,0.10203459449991208,5.98,4.15,15.59,25.01,0.59,1387.77,9377,8629,8019,7991,12468,14997,11555,13,81,17,4,Fm_SJC,PP4esjc
637351.1800000003,7973552.069999997,0.065362,0.14,6.06,4.1,12.6,20.93,0.55,1390.03,9958,9554,9834,10622,16108,19794,15193,17,94,25,4,Fm_SJC,PP4esjc
637413.6800000003,7973552.069999997,0.060351,0.37,6.37,4.11,9.76,17.27,0.51,1392.02,9823,9315,9495,9942,15800,18688,14111,71,138,90,4,Fm_SJC,PP4esjc
636976.1800000003,7973489.569999997,0.032277,0.10203459449991208,5.64,3.52,18.87,31.95,0.6,1377.0,9577,8890,8638,8777,15653,15792,11545,102,116,82,4,Fm_SJC,PP4esjc
637038.68,7973489.569999997,0.03011,0.10203459449991208,6.73,3.63,20.08,34.02,0.6,1379.12,9833,9307,9133,9836,14431,17751,13402,96,242,127,4,Fm_SJC,PP4esjc
637101.18,7973489.569999997,0.037983,0.10203459449991208,7.84,3.68,20.95,35.46,0.59,1381.13,9612,9028,8798,9246,14081,16814,12782,84,235,134,4,Fm_SJC,PP4esjc
637163.6800000003,7973489.569999997,0.050645,0.11,7.88,4.02,19.84,33.19,0.59,1383.45,9839,9348,9507,10466,14360,18120,14656,96,159,94,4,Fm_SJC,PP4esjc
637226.1800000003,7973489.569999997,0.063048,0.13,7.92,4.16,17.42,28.97,0.58,1386.11,9851,9334,9389,10129,14502,18375,14692,96,104,90,4,Fm_SJC,PP4esjc
637288.6800000003,7973489.569999997,0.07450599999999999,0.15,7.98,4.14,14.5,24.23,0.57,1388.62,10096,9661,9993,11056,15785,18837,15310,116,104,90,4,Fm_SJC,PP4esjc
637351.1800000003,7973489.569999997,0.076036,0.22,8.05,4.07,11.59,19.85,0.54,1391.09,9921,9431,9569,10457,14392,17531,14118,71,68,45,4,Fm_SJC,PP4esjc
637413.6800000003,7973489.569999997,0.06668400000000001,0.41,8.08,4.1,8.98,16.23,0.5,1393.24,9970,9495,9660,10680,14633,17780,14248,126,154,134,4,Fm_SJC,PP4esjc
636851.1800000003,7973427.07,0.032044,0.14,5.56,3.48,16.61,28.87,0.58,1371.49,9285,8519,8211,7794,16500,13464,9545,65,112,65,4,Fm_SJC,PP4esjc
636913.6800000003,7973427.07,0.031897,0.10203459449991208,6.09,3.68,17.82,31.32,0.57,1374.04,9813,9286,9365,9966,14876,17997,13592,65,238,107,4,Fm_SJC,PP4esjc
636976.1800000003,7973427.07,0.026475,0.10203459449991208,6.83,3.86,18.86,33.44,0.57,1376.62,9813,9273,9370,9975,14752,18372,13902,84,203,82,4,Fm_SJC,PP4esjc
637038.68,7973427.07,0.02153,0.10203459449991208,7.87,3.97,19.48,34.66,0.57,1379.14,9912,9463,9721,10480,15580,18766,14153,92,187,82,4,Fm_SJC,PP4esjc
637101.18,7973427.07,0.030709,0.12,9.09,4.0,19.66,34.97,0.57,1381.7600000000002,9695,9093,9076,9827,13757,17158,13708,99,116,90,4,Fm_SJC,PP4esjc
637163.6800000003,7973427.07,0.050785,0.2,9.4,4.18,18.21,31.93,0.57,1384.7,9653,9055,8988,9563,13364,16370,13246,96,116,90,4,Fm_SJC,PP4esjc
637226.1800000003,7973427.07,0.07507,0.26,9.55,4.3,15.73,27.27,0.56,1387.78,9832,9261,9472,10425,13954,16518,13818,129,104,118,4,Fm_SJC,PP4esjc
637288.6800000003,7973427.07,0.096394,0.3,9.78,4.3,12.88,22.29,0.55,1390.61,9966,9421,9642,10698,13823,16044,13564,126,115,111,4,Fm_SJC,PP4esjc
637351.1800000003,7973427.07,0.098325,0.34,10.01,4.18,10.16,17.88,0.53,1393.25,9975,9475,9640,10656,13814,16359,13638,141,142,118,4,Fm_SJC,PP4esjc
637413.6800000003,7973427.07,0.075861,0.47,9.48,4.21,7.94,14.69,0.49,1395.11,9984,9500,9647,10676,13975,16578,13628,119,150,141,4,Fm_SJC,PP4esjc
637226.1800000003,7973364.57,0.080089,0.48,10.31,4.61,13.64,24.47,0.55,1389.74,9754,9196,9372,10251,13890,15651,12727,119,68,98,4,Fm_SJC,PP4esjc
636788.6800000003,7973364.57,0.023965,0.10203459449991208,6.93,3.32,14.76,26.29,0.56,1368.07,9626,9009,8930,9351,14494,16790,12182,71,109,61,4,Fm_SJC,PP4esjc
636851.1800000003,7973364.57,0.026843,0.10203459449991208,7.08,3.64,16.2,29.2,0.55,1370.68,9740,9207,9095,9761,14255,17421,13038,71,223,98,4,Fm_SJC,PP4esjc
636913.6800000003,7973364.57,0.028621,0.10203459449991208,7.37,3.89,17.21,31.42,0.55,1373.81,9570,8981,8704,9206,13319,16536,12455,81,169,73,4,Fm_SJC,PP4esjc
636976.1800000003,7973364.57,0.027381,0.10203459449991208,7.76,4.14,17.97,33.2,0.54,1376.79,9663,9101,9071,9690,13884,17161,13090,99,183,115,4,Fm_SJC,PP4esjc
637038.68,7973364.57,0.026755,0.13,8.36,4.34,18.18,33.74,0.54,1379.6,9849,9343,9575,10479,14647,17463,13904,112,172,134,4,Fm_SJC,PP4esjc
637101.18,7973364.57,0.032378,0.24,9.36,4.38,17.65,32.56,0.54,1382.73,9543,8909,8888,9598,13611,15905,12611,102,125,98,4,Fm_SJC,PP4esjc
637163.6800000003,7973364.57,0.052185,0.37,9.97,4.48,16.08,29.25,0.55,1386.28,9615,9028,9008,9683,13288,15366,12408,102,64,73,4,Fm_SJC,PP4esjc
637288.6800000003,7973364.57,0.096685,0.54,10.52,4.68,11.0,19.62,0.54,1392.78,9938,9445,9686,10714,14101,16106,13227,135,73,111,4,Fm_SJC,PP4esjc
637351.1800000003,7973364.57,0.101453,0.56,10.33,4.57,8.74,15.84,0.52,1395.5,9918,9476,9676,10742,14491,16945,13386,135,89,118,4,Fm_SJC,PP4esjc
637413.6800000003,7973364.57,0.08451499999999999,0.62,9.77,4.5,6.84,13.05,0.48,1397.57,9814,9284,9328,10195,14161,16752,13009,116,134,151,4,Fm_SJC,PP4esjc
637288.6800000003,7973302.069999997,0.105412,0.84,10.67,5.07,9.0,16.47,0.53,1394.95,9621,9048,9044,9773,13351,15375,12145,109,94,115,4,Fm_SJC,PP4esjc
636726.1800000003,7973302.069999997,0.014998,0.10203459449991208,7.37,3.23,12.28,22.2,0.57,1365.25,9670,9136,9066,9640,14431,17255,12577,96,212,91,4,Fm_SJC,PP4esjc
636788.6800000003,7973302.069999997,0.017486,0.10203459449991208,8.32,3.48,14.19,26.05,0.54,1367.53,9629,9002,8923,9385,13526,16894,12472,62,211,90,4,Fm_SJC,PP4esjc
636851.1800000003,7973302.069999997,0.023238,0.10203459449991208,8.34,3.73,15.23,28.32,0.53,1370.42,9602,8977,8852,9554,13459,16936,12913,102,228,159,4,Fm_SJC,PP4esjc
636913.6800000003,7973302.069999997,0.027852,0.10203459449991208,8.4,3.97,15.95,30.08,0.53,1373.82,9563,8954,8843,9482,13339,16566,12753,95,172,119,4,Fm_SJC,PP4esjc
636976.1800000003,7973302.069999997,0.031283,0.10203459449991208,8.48,4.26,16.39,31.37,0.52,1377.2,9645,9070,8987,9599,13894,16533,12401,77,142,90,4,Fm_SJC,PP4esjc
637038.68,7973302.069999997,0.030002,0.2,8.58,4.6,16.37,31.61,0.52,1380.3,9539,8926,8880,9468,13663,16161,12523,116,179,126,4,Fm_SJC,PP4esjc
637101.18,7973302.069999997,0.029839,0.41,9.39,4.61,15.47,29.51,0.53,1383.74,9515,8917,8786,9547,13583,15888,12381,112,169,126,4,Fm_SJC,PP4esjc
637163.6800000003,7973302.069999997,0.056317999999999986,0.62,10.0,4.7,13.81,25.93,0.53,1387.69,9534,8933,8842,9680,13489,15458,12380,109,68,82,4,Fm_SJC,PP4esjc
637226.1800000003,7973302.069999997,0.09468,0.77,10.37,4.9,11.48,21.2,0.53,1391.59,9647,9103,9152,9957,14251,15441,12297,102,60,73,4,Fm_SJC,PP4esjc
637351.1800000003,7973302.069999997,0.092448,0.82,10.14,4.92,7.27,13.58,0.5,1397.99,9667,9114,9016,9693,13638,15934,12198,116,112,126,4,Fm_SJC,PP4esjc
636663.6800000003,7973239.57,0.007988,0.16,6.93,3.29,9.5,17.33,0.57,1363.0100000000002,9609,9049,8908,9226,13960,16824,12242,78,182,74,4,Fm_SJC,PP4esjc
636726.1800000003,7973239.57,0.004734,0.10203459449991208,8.03,3.5,11.35,21.1,0.55,1365.11,9709,9168,9160,9771,14272,17630,12955,71,166,90,4,Fm_SJC,PP4esjc
636788.6800000003,7973239.57,0.014288,0.10203459449991208,8.77,3.65,12.77,24.06,0.53,1367.55,9574,8934,8675,9063,13222,16546,12173,92,176,107,4,Fm_SJC,PP4esjc
636851.1800000003,7973239.57,0.022678,0.10203459449991208,8.970000000000002,3.79,13.62,25.99,0.52,1370.68,9720,9107,9065,9762,13855,17295,13154,92,169,119,4,Fm_SJC,PP4esjc
636913.6800000003,7973239.57,0.029672000000000007,0.10203459449991208,9.13,3.91,14.12,27.36,0.51,1374.11,9643,9094,9017,9626,13724,17181,13100,102,126,98,4,Fm_SJC,PP4esjc
636976.1800000003,7973239.57,0.035596,0.10203459449991208,9.31,4.08,14.32,28.15,0.51,1377.66,9814,9281,9402,10317,14279,16599,13121,109,134,107,4,Fm_SJC,PP4esjc
637038.68,7973239.57,0.03844,0.32,9.37,4.35,14.08,27.82,0.51,1381.1,9600,9050,8980,9731,13541,16214,12719,92,155,98,4,Fm_SJC,PP4esjc
637101.18,7973239.57,0.036483,0.65,9.66,4.51,13.18,25.76,0.51,1384.94,9562,8967,8853,9615,13753,15778,12228,81,147,98,4,Fm_SJC,PP4esjc
637163.6800000003,7973239.57,0.074197,0.94,9.79,4.69,11.61,22.35,0.52,1389.03,9609,9045,8970,9672,14161,15570,12056,99,116,98,4,Fm_SJC,PP4esjc
637226.1800000003,7973239.57,0.097152,1.12,9.76,4.93,9.56,18.09,0.52,1393.17,9806,9285,9525,10404,14463,15994,12757,81,125,98,4,Fm_SJC,PP4esjc
637288.6800000003,7973239.57,0.107632,1.14,9.87,5.1,7.61,14.33,0.52,1396.96,9633,9003,8863,9401,12904,14498,11334,125,162,156,4,Fm_SJC,PP4esjc
637351.1800000003,7973239.57,0.08584,1.07,9.59,5.03,6.13,11.81,0.5,1400.41,9564,8936,8667,9184,13247,14920,11286,169,179,198,4,Fm_SJC,PP4esjc
636601.1800000003,7973177.07,0.008084000000000001,0.51,6.61,3.48,7.05,12.89,0.58,1360.95,9621,8936,8643,8839,14338,16269,11954,215,217,186,4,Fm_SJC,PP4esjc
636663.6800000003,7973177.07,0.005819,0.2,7.41,3.58,8.73,16.36,0.55,1363.11,9563,8855,8645,9123,13748,16144,12176,51,141,46,4,Fm_SJC,PP4esjc
636726.1800000003,7973177.07,0.007437999999999998,0.10203459449991208,8.4,3.74,10.22,19.53,0.53,1365.39,9684,9036,8935,9479,13567,17495,13092,112,112,98,4,Fm_SJC,PP4esjc
